array,site,pipeline,roads,seismic_lines,seismic_lines_3D,trails,transmission_lines,nat_land,coyote_pres,coyote_abs,coyote_tot,fisher,snowshoe_hare,white_tailed_deer,lynx,red_squirrel,moose,grey_wolf
LU01,LU01_79,0.01707731600000001,0.00469752799999999,0.011734831,0.004122831,0.00114031,1.98278e-4,0.9379673130000001,9,6,19,1,91,10,1,2,0,0
LU01,LU01_63,0.01971911999999999,0.005031599,0.010927556,0.001618409,0.001197828,0.00185428099999999,0.9333455239999999,5,1,9,0,0,23,5,35,5,1
LU01,LU01_72,0.01549383299999999,0.005799859,0.00914018399999999,0.003430024,0.00194225599999999,0.002403139,0.9398418889999999,3,1,3,0,1,24,0,0,0,0
LU01,LU01_67,0.035865323,0.00780115299999999,0.009072199,0.00289210499999999,0.001036129,0.010840613,0.930157079,7,8,15,12,105,48,1,48,2,0
LU01,LU01_77,0.014977957,0.00594529,0.00736466699999999,8.419130000000003e-4,0.00122328,0.004888069,0.8622192630000003,1,3,4,0,0,4,0,0,0,0
LU01,LU01_32,0.032536253,0.006901547,0.00931199799999999,0.001413403,0.001028179,0.01062377199999999,0.935488678,9,6,24,0,63,28,0,47,2,0
LU01,LU01_36,0.015884564,0.005240849,0.00962416399999999,9.896160000000002e-4,0.001150657,0.003374922,0.9272153679999999,4,11,6,3,9,18,2,5,0,0
LU01,LU01_84,0.01511168699999999,0.004827519,0.01115022799999999,9.80525e-4,0.001045566,0.00494634999999999,0.9449470930000002,6,9,13,1,229,49,2,56,1,2
LU01,LU01_25,0.021870475,0.00616989899999999,0.007267883,3.17583e-4,0.00140848,0.007230701,0.8480936500000004,9,5,13,1,2,75,1,1,0,0
LU01,LU01_83,0.028566107,0.00579993099999999,0.009633065,9.85953e-4,0.001108908,0.006229487,0.9398481180000003,5,9,13,0,5,15,1,17,0,0
LU01,LU01_80,0.014235362,0.005787555,0.008712232,9.122530000000003e-4,0.001220117,0.00390697799999999,0.900802897,6,8,7,1,1,60,0,0,0,3
LU01,LU01_70,0.024506378,0.010841912,0.007092728,6.480949999999999e-4,0.001719342,0.01195750399999999,0.8963047770000002,2,7,2,1,5,55,1,10,2,2
LU01,LU01_48,0.03089200599999999,0.01466763499999999,0.00527533699999999,0.00625564099999999,0.00156077099999999,0.001817313,0.8246941200000002,5,9,11,8,3,73,1,13,0,0
LU01,LU01_45,0.022856344,0.008784032,0.00532449,0.003663921,0.001449889,0,0.7714175520000002,4,10,7,2,12,84,3,0,1,0
LU01,LU01_11,0.03322919800000001,0.017356171,0.00465866299999999,0.004362659,0.00217714199999999,0.006340588,0.7933255830000001,8,6,13,4,8,73,1,9,8,3
LU01,LU01_40,0.016452385,0.008201291,0.007488443,3.253750000000001e-4,0.00253838,0.006121843,0.9120258630000004,7,7,19,4,26,40,1,3,4,0
LU01,LU01_06,0.01232170999999999,0.008198517,0.007083481,7.13e-5,0.002800936,1.21402e-4,0.7996220100000001,4,10,6,10,7,44,0,3,4,0
LU01,LU01_10,0.014624554,0.006869506,0.008361905,0,0.00206356,0.007017883,0.9259888389999998,4,1,4,8,1,61,0,0,2,0
LU01,LU01_43,0.03272968100000001,0.017558963,0.004961736,0.004586528,0.00234771599999999,0.00900914599999999,0.8091067700000001,10,4,22,2,63,43,1,8,2,0
LU01,LU01_71,0.036388107,0.016912386,0.00424887499999999,0.004572648,0.001992865,0.00966579699999999,0.7940119190000001,11,3,39,7,5,37,1,28,0,0
LU01,LU01_22,0.03484958100000001,0.01547528699999999,0.00551730699999999,0.00483753899999999,0.00182957799999999,0.004442034,0.828452724,11,3,27,6,25,42,1,39,1,0
LU01,LU01_60,0.01425134,0.00625251,0.007425777,0.001261182,0.001366122,0.002829548,0.8458071800000001,2,12,3,0,6,83,1,0,3,0
LU01,LU01_78,0.018924489,0.005076611,0.011374812,0.001983792,0.001202054,0.001472959,0.931283125,3,11,9,0,9,16,3,0,1,0
LU01,LU01_46,0.033981156,0.01746882599999999,0.004686287,0.004783145,0.002254782,0.00976745699999999,0.7978123350000006,11,3,43,4,42,58,2,35,0,0
LU01,LU01_82,9.26147e-4,0.002865556,0.005365422,0.003474142,0.002455597,0,0.957915665,6,9,13,6,68,10,5,60,0,0
LU01,LU01_27,0.029453172,0.009145988,0.01084896799999999,0.003875646,0.001663712,0.008853046,0.909300837,11,4,41,1,4,89,0,135,2,1
LU2,LU2_03,0,0.0028199764957516,0.00784162175181951,0,0.00151108651290913,0,0.9486148331346832,1,6,1,2,5,56,0,0,0,0
LU2,LU2_05,0,0.00240177837722636,0.00535423071042797,0,0.001322204954993,0,0.7832593407193252,0,7,0,0,0,3,0,0,0,0
LU2,LU2_100,0.0108873421271173,0.00679511457941278,0.0085494724883474,0,0.00217323808264378,0.00291852775171705,0.9041324107917731,3,4,3,3,13,35,4,3,0,0
LU2,LU2_101,0,0.00232866013773088,0.00509057806476909,0,0.00130718024872011,0,0.7593652846454869,5,2,14,1,19,54,4,2,0,0
LU2,LU2_106,0.0183506114499774,0.00617417339230596,0.00807841592430459,1.0043416934051098e-4,0.00127797917779299,0.00512163859488373,0.7842265519138832,6,1,26,0,21,29,0,7,1,0
LU2,LU2_110,0,0.00209342461636499,0.0070937372461419,0,0.00227463989104812,0,0.9733645310818649,3,11,4,2,59,45,5,2,0,0
LU2,LU2_119,0.00992325917128582,0.0068123518159995,0.00769978534167814,0,0.00198486422217921,0.00168007397161091,0.8946232129347276,8,6,22,1,77,24,9,0,3,0
LU2,LU2_123,0.0144048184074689,0.0064212298902897,0.01099153164744369,0,0.00257067085460836,0.0174832324583346,0.9232206950971604,0,7,0,1,0,9,0,15,4,0
LU2,LU2_13,0,0.00257163185973936,0.0071834221911652,0,0.00230808934562036,0,0.9365519619683975,3,4,5,1,46,11,2,5,0,1
LU2,LU2_137,0.00222293131026918,0.00155442223748816,0.00861597486390878,0,0.00123976512252156,0,0.9257019378888011,4,10,8,0,7,71,0,0,1,0
LU2,LU2_143,8.3954406978583e-5,0.00237734212939271,0.00641822310801465,0,0.00369561536810017,0,0.9810421414091524,4,10,4,1,5,42,3,1,5,2
LU2,LU2_15,0,0.00157572485211926,0.00768929165692523,0,0.00253054537022747,0,0.9734442685430448,0,7,0,0,0,3,0,0,0,0
LU2,LU2_153,0.00520587558523586,0.00261923187453825,0.0045041007276079,0,0.00229285520317976,0,0.7661253850657376,5,9,5,0,0,132,0,0,1,2
LU2,LU2_155,0.00255420542214492,0.00148272834554533,0.00493981115964121,0,0.00354186472751986,0,0.9858828013081183,1,13,1,0,8,91,0,0,2,3
LU2,LU2_17,2.793810996747311e-4,0.0019415001719245,0.0082376327595316,0,0.00157341102235429,0,0.9614488775131983,4,10,4,0,87,61,0,2,6,4
LU2,LU2_18,0,0.00230569095298658,0.00647688147825618,0,0.00273178756734643,0,0.9744596270874046,1,13,2,3,79,30,9,3,2,3
LU2,LU2_20,0.0058267913806708,0.00209532301179648,0.00920296231197289,0,0.00157327657992601,0.00618144600879726,0.9401626798584579,2,12,3,0,0,62,0,0,4,0
LU2,LU2_21,0.00468215694322592,0.00140692863185845,0.00892858903087307,0,0.00133300253446975,0.00464174324400963,0.936249483288155,1,13,2,7,9,49,1,6,3,0
LU2,LU2_24,0.01290470739344509,0.00622830730219969,0.00728859704123478,0,0.00170185942713158,0.0025930837919425,0.8929253457838977,4,10,6,0,101,44,1,2,0,1
LU2,LU2_25,0.00985520871943016,0.00277418799305452,0.00885089252076343,0,0.00192632587661064,0.00881350157906217,0.9571414443411622,5,9,17,9,46,26,1,31,1,0
LU2,LU2_26,0.00197552293046997,0.00143144771790298,0.00515416838458277,0,0.00369263241128264,0,0.9871769911301123,0,14,0,0,4,98,0,0,1,1
LU2,LU2_27,0.0133292338382182,0.0053237263589002,0.0108327726407349,0,0.00227261825634326,0.01531706753565979,0.9246491249042791,0,7,0,2,19,11,1,0,0,1
LU2,LU2_29,0,0.00197318269102735,0.00890903945298538,0,0.00124770278480589,0,0.9503227393112164,1,6,2,1,3,24,1,0,2,0
LU2,LU2_30,0,0.00198312920329313,0.0109790533803678,0,0.00133199898302387,0,0.9708865552108794,3,4,5,0,0,31,0,0,2,0
LU2,LU2_31,0,0.00279207589189003,0.00713578746524692,0,0.00165329947146353,0,0.9039992821993139,1,6,2,0,29,16,0,1,0,0
LU2,LU2_32,0,0.00260869468834731,0.00634012708510645,0,0.00178453201118035,0,0.8132673961849128,2,5,2,4,5,17,0,0,1,0
LU2,LU2_33,0,0.00208942386302266,0.00879653498271494,0,0.00143701877884664,0,0.9636966588525333,2,5,5,0,115,21,3,2,0,0
LU2,LU2_34,0,0.00254083925501348,0.00623883111163338,0,0.00158100667612367,0,0.8446642864955185,5,2,11,8,25,17,1,0,2,1
LU2,LU2_36,4.587574075315428e-5,9.123506770431952e-4,0.0086828797029893,0,0.00299456485166146,0,0.9903633990821702,0,7,0,4,0,26,0,0,7,0
LU2,LU2_38,3.89250254767634e-4,0.00178178250858164,0.0089482840006206,0,0.00140232908150693,0,0.9482630831071877,1,13,1,0,0,10,1,0,1,0
LU2,LU2_39,1.6050034794289804e-4,0.00203060054769203,0.00750880096927233,0,0.0019562371853429,0,0.9689422263202716,5,9,11,0,155,75,3,36,1,0
LU2,LU2_40,0.00141056979298594,0.00151553547991122,0.00938233642062149,0,0.00107723026482132,0,0.926332379135023,1,13,1,0,14,115,1,0,1,2
LU2,LU2_42,0,0.0021996336692766,0.00617628651787386,0,0.00295504789406148,0,0.982235471960614,1,13,2,9,70,23,2,1,1,2
LU2,LU2_44,0.00103958003099108,0.00138358249805265,0.0059136980877490504,0,0.00369856172583026,0,0.9898228628496122,0,14,0,0,2,8,0,0,0,0
LU2,LU2_46,0.00502802661237343,0.00255755401195402,0.00573996157542087,0,0.00187246915144847,0,0.8760314642332481,2,12,2,0,5,116,0,5,0,3
LU2,LU2_47,0.01217942856762259,0.00281739298358106,0.00986515370454277,0,0.00202660850269785,0.0123304949297613,0.9715522969022008,2,12,2,1,2,103,0,0,0,0
LU2,LU2_50,0.00498476542168028,0.00236319347237632,0.00490865701714632,0,0.00210675648430239,0,0.8464531751234661,5,9,16,0,132,124,0,5,0,0
LU2,LU2_51,0.00577810756219079,0.00211247213078195,0.00404083922875682,0,0.00229044274995275,0,0.7020902097499392,2,12,3,0,0,94,0,1,3,0
LU2,LU2_52,0.00419560681257564,0.00196385989910326,0.00459968010732434,0,0.00266190710035972,0,0.9714987452722873,0,14,0,0,54,51,2,17,0,1
LU2,LU2_54,0.00450668912126554,0.00203837283216166,0.00431942677080979,0,0.00226140168250372,0,0.9038847693964916,2,12,3,0,8,118,2,1,0,4
LU2,LU2_56,0.00422314093711898,0.00160319567107243,0.00448766142383763,0,0.0018987398687086,0,0.8841435241275175,0,14,0,0,4,58,0,2,0,1
LU2,LU2_57,0.00268057922197309,7.676451580721079e-4,0.00530544870375288,0,0.00143703248576692,0,0.752434426486002,0,14,0,0,0,107,0,5,0,0
LU3,LU3_05,0.0168973035508688,0.00316896394439538,0.00410549450778467,0.028588402393344,9.332947540131528e-4,0.00529590848346827,0.9673051952395515,0,11,0,0,9,6,4,0,0,0
LU3,LU3_07,0.03182411983890411,0.00444687227629366,0.00416334235151184,0.0272632169241304,0.00199110185779683,0.00939624655123898,0.9038928567447645,4,7,8,0,31,11,5,13,0,2
LU3,LU3_10,0.03239327848866811,0.00566606552005839,0.00469286121689736,0.027868029012102,0.00208661650218236,0.0100246343931808,0.8960897786423017,4,3,17,2,47,8,3,0,1,0
LU3,LU3_102,0.01855156516374911,0.00292435258360795,0.00367425475529925,0.02204430977303498,0.00111764590138229,0.00453034587197381,0.96554756827285515,1,10,1,0,5,6,5,3,0,0
LU3,LU3_103,0.0256377596525486,0.00241883816166077,0.00396098867545669,0.0215480409717056,0.00108223355607648,0.00384383355387387,0.972647780312968,1,10,1,0,8,1,4,1,2,0
LU3,LU3_111,0.0181549686354154,0.00348900792789167,0.00842554506250777,0.010842239601698,9.237506621944928e-4,0,0.9137451628387927,0,7,0,1,2,18,1,0,0,1
LU3,LU3_126,0.0476855646894267,0.00407202588380181,0.00715633170155047,0.0268662375759058,4.972704164395699e-4,0.00488450079228397,0.9597926529957463,1,10,1,0,2,1,1,2,0,0
LU3,LU3_129,0.0566877738763879,0.01067110043522417,0.00536573559779392,0.024897404806917,4.0914717146848704e-4,0.0071035196960337,0.9371491714413313,0,7,0,0,2,42,0,0,0,0
LU3,LU3_13,0.00197610472084146,0.00423911016585246,0.00587569056113865,0.02115255374004889,0.00212454604077398,0,0.9536325855908883,3,8,4,0,11,6,9,6,1,0
LU3,LU3_131,0.0294865170947478,0.00188410326975533,0.00378159525301824,0.020719425696441,0.00143486078445122,0.00289491651999513,0.9696775469540725,0,11,0,1,8,8,7,0,3,0
LU3,LU3_137,0.0266093297476746,0.00678085246702153,0.00598328111879231,0.0148811916369828,7.447151438011259e-4,0,0.9560797635613658,2,5,3,1,15,5,2,2,1,0
LU3,LU3_14,0.00212979846226759,0.00444672441578194,0.00595508561720079,0.0198983123766273,0.002394569836419,0,0.9638781601865054,1,6,1,0,1,7,1,0,1,0
LU3,LU3_147,0.05430347275456861,0.01162198004144231,0.00613382456875227,0.0174167011823296,0.00101727620389056,0.00902438138961946,0.9484409744953761,2,5,2,1,2,50,1,0,1,0
LU3,LU3_15,0.0193958742799914,0.00385175220288795,0.00849112325280702,0.01615803260520871,0.00120272381126962,0.00406433218592792,0.8500792991981669,2,9,4,1,15,1,6,3,1,0
LU3,LU3_17,0.0369363434210499,0.00909369745435566,0.00643663708109151,0.014848025580502,0.00103948495430676,0.00543158456664477,0.9110197475908814,1,10,1,0,16,6,3,0,0,1
LU3,LU3_18,0.00278645044000792,0.00479450734274849,0.0069124802055371,0.01448584067364529,0.00282258180024093,0,0.9706316749491647,2,9,2,0,7,0,1,0,0,0
LU3,LU3_19,0.00355936298615613,0.00650946512992471,0.00629289013346945,0.017044568123382,0.00233425929800347,0,0.9605239324253099,1,10,1,0,2,26,2,0,1,0
LU3,LU3_20,0.00526552874319427,0.00683115863136981,0.00681640985496993,0.0176315744075219,0.00166913829312246,0,0.9639862293162962,2,5,2,0,5,14,2,0,0,0
LU3,LU3_21,0.0294372126840351,0.00836579186259874,0.00729808381618071,0.0167363847678194,0.00154093946318524,0.00411210393127119,0.9550938779688661,4,3,5,0,20,25,6,0,1,0
LU3,LU3_25,0.04118187499677309,0.01218363676830496,0.00694711603274192,0.0133202478985671,0.00167023319348319,0.00717260650188776,0.9367484683846208,4,3,6,1,23,18,3,6,0,0
LU3,LU3_27,0.0176147315855222,0.0088275648221548,0.00779790342550784,0.0136237420467616,0.00163851964448404,0.00329568232248355,0.9546182024477776,2,5,2,0,0,21,1,0,1,0
LU3,LU3_28,0.05181029951299961,0.01317819933074866,0.00645218308128343,0.0132625084329278,0.00163698728580631,0.00817902859665072,0.9377520746656198,3,4,9,0,2,37,2,0,0,0
LU3,LU3_32,0.02668485191242681,0.0052270494907647,0.00673926730831919,0.01144993295494099,4.997848943332191e-4,0,0.9393229012497522,0,7,0,0,0,55,1,0,0,0
LU3,LU3_36,0.0234580132408681,0.00621628793653473,0.0050830837456012,0.01690011823630529,9.56737853822769e-4,0,0.9424016082277091,1,6,1,0,11,16,0,1,5,0
LU3,LU3_38,0.0304815156835485,0.00541454764905143,0.00695017846002418,0.02574240268971148,0.00230384251349786,0.00848480995317804,0.8535284579443833,0,7,0,1,0,0,1,0,0,0
LU3,LU3_39,0.0196805216993442,0.00418224526876244,0.00533660733134035,0.0172021959939691,0.00102024378579592,8.730843135921749e-4,0.9612424681893181,1,6,1,0,2,20,6,0,1,0
LU3,LU3_40,0.01424896966082159,0.00604753263294954,0.00453824531645851,0.02861684397160309,9.851527187386571e-4,0,0.9668823658758288,2,5,5,0,0,5,0,0,0,0
LU3,LU3_41,0.0181184751515113,0.00696182896738207,0.00398659671484818,0.0279045672939052,0.00110362832470607,0,0.9669681450226248,4,3,6,0,2,7,0,0,0,0
LU3,LU3_44,0.03401662062435424,0.00754422657514584,0.00625187370667711,0.0184266977295245,0.00104241994923739,0.00533202822205773,0.9074500157923409,1,10,1,0,35,19,2,2,2,1
LU3,LU3_45,0.01195381924130499,0.00535557756945838,0.00821468880051208,0.021729911972077,8.920017602189249e-4,0,0.9761072413578493,2,5,3,1,10,32,1,0,0,0
LU3,LU3_46,0.0330310867555861,0.00772936870284701,0.00670413970884912,0.0172367502129905,0.00102574129302932,0.00411224648852325,0.9366534610321257,1,6,1,2,5,9,2,1,1,0
LU3,LU3_48,0.00406784892552577,0.00534384807724273,0.00668664087572523,0.01316143692717289,0.00311736320370941,0,0.970563068208053,5,6,13,0,128,2,17,3,0,0
LU3,LU3_50,0.00697204866698251,0.0065794064590592,0.00621523171887461,0.01118038538340479,0.00164084397532747,0,0.969446509136326,1,6,6,0,1,28,1,0,0,0
LU3,LU3_51,0.06076495156848689,0.01163998329988891,0.00568685579474083,0.02259292240083658,6.301842820087659e-4,0.00870763394801071,0.9618994867821671,2,5,2,1,2,63,2,0,0,0
LU3,LU3_52,0.04475820638666708,0.01265401674479701,0.00645114170510021,0.0132501631003346,0.0016285054704263,0.00791965913247535,0.9397298057305712,7,0,23,2,1,87,2,21,1,0
LU3,LU3_49,0.00463511007209243,0.00565644053731672,0.0065041364095566,0.01092041062627009,0.00268484374828989,0,0.9683079659078173,2,5,2,0,2,36,2,0,0,0
